friendlier_id_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,field_name,field_type_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,definition_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields,friendlier_id_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields2,definition_hud_acs_5yr_chas_estimate_data_by_county_2016_2020_fields2,match_status,unmatched_source
b1g_joGbEOvFDroC,T10_GT80_LE100_OC_R,esriFieldTypeInteger,T10_GT80_LE100_OC_R,b1g_joGbEOvFDroC,Renter occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T10_GT80_LE100_OC,esriFieldTypeInteger,T10_GT80_LE100_OC,b1g_joGbEOvFDroC,Persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T8_GT30_LE50,esriFieldTypeDouble,T8_GT30_LE50,b1g_joGbEOvFDroC,Household income is greater than 30% but less than or equal to 50% of HAMFI,matched,
b1g_joGbEOvFDroC,T8_GT50_LE80,esriFieldTypeDouble,T8_GT50_LE80,b1g_joGbEOvFDroC,Household income is greater than 50% but less than or equal to 80% of HAMFI,matched,
b1g_joGbEOvFDroC,T8_GT80_LE100,esriFieldTypeDouble,T8_GT80_LE100,b1g_joGbEOvFDroC,Household income is greater than 80% but less than or equal to 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T8_GT100,esriFieldTypeDouble,T8_GT100,b1g_joGbEOvFDroC,Household income is greater than 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T8_LE100,esriFieldTypeDouble,T8_LE100,b1g_joGbEOvFDroC,Household income is less than or equal to 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T13_LBP1,esriFieldTypeDouble,T13_LBP1,b1g_joGbEOvFDroC,Structure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_LBP2,esriFieldTypeDouble,T13_LBP2,b1g_joGbEOvFDroC,Owner occupiedStructure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_LBP3,esriFieldTypeDouble,T13_LBP3,b1g_joGbEOvFDroC,Renter occupiedStructure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T10_HOMELESS_RISK1,esriFieldTypeInteger,T10_HOMELESS_RISK1,b1g_joGbEOvFDroC,Renter occupied AND persons per room is greater than 1 AND household income is less than or equal to 50% of HAMFI AND household type at risk of homelessness (non-family household or family household with at least one subfamily),matched,
b1g_joGbEOvFDroC,T8_LE30_PCT,esriFieldTypeDouble,T8_LE30_PCT,b1g_joGbEOvFDroC,Percent of all households with household income less than or equal to 30% of HAMFI (extremely low income),matched,
b1g_joGbEOvFDroC,T8_LE50_PCT,esriFieldTypeDouble,T8_LE50_PCT,b1g_joGbEOvFDroC,Percent of all households with household income less than or equal to 50% of HAMFI (low income),matched,
b1g_joGbEOvFDroC,T8_LE80_PCT,esriFieldTypeDouble,T8_LE80_PCT,b1g_joGbEOvFDroC,Percent of all households with household income less than or equal to 80% of HAMFI (moderate income),matched,
b1g_joGbEOvFDroC,T8_LE100_PCT,esriFieldTypeDouble,T8_LE100_PCT,b1g_joGbEOvFDroC,Percent of all households with household income less than or equal to 100% of HAMFI,matched,
b1g_joGbEOvFDroC,T3_SUBST_PCT,esriFieldTypeDouble,T3_SUBST_PCT,b1g_joGbEOvFDroC,Percent of all households without complete kitchen and plumbing,matched,
b1g_joGbEOvFDroC,T1_HP_PCT,esriFieldTypeDouble,T1_HP_PCT,b1g_joGbEOvFDroC,Percent of all households with any of the 4 housing problems,matched,
b1g_joGbEOvFDroC,T2_HP2_PCT,esriFieldTypeDouble,T2_HP2_PCT,b1g_joGbEOvFDroC,Percent of all households with any of the 4 severe housing problems,matched,
b1g_joGbEOvFDroC,T8_CB50_PCT,esriFieldTypeDouble,T8_CB50_PCT,b1g_joGbEOvFDroC,Percent of all households with cost burden over 50%,matched,
b1g_joGbEOvFDroC,T8_CB_PCT,esriFieldTypeDouble,T8_CB_PCT,b1g_joGbEOvFDroC,Percent of all households with cost burden over 30%,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_30_R,esriFieldTypeInteger,AFF_AVAIL_30_R,b1g_joGbEOvFDroC,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 30% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 30% of HAMFI.,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_50_R,esriFieldTypeInteger,AFF_AVAIL_50_R,b1g_joGbEOvFDroC,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 50% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 50% of HAMFI.,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_80_R,esriFieldTypeDouble,AFF_AVAIL_80_R,b1g_joGbEOvFDroC,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 80% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 80% of HAMFI.,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_50_O,esriFieldTypeInteger,AFF_AVAIL_50_O,b1g_joGbEOvFDroC,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 50% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 50% of HAMFI.,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_80_O,esriFieldTypeDouble,AFF_AVAIL_80_O,b1g_joGbEOvFDroC,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 80% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 80% of HAMFI.,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_100_O,esriFieldTypeDouble,AFF_AVAIL_100_O,b1g_joGbEOvFDroC,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 100% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 100% of HAMFI.,matched,
b1g_joGbEOvFDroC,RENT_DENOM,esriFieldTypeDouble,RENT_DENOM,b1g_joGbEOvFDroC,Renter occupied OR vacant for rent,matched,
b1g_joGbEOvFDroC,OWN_DENOM,esriFieldTypeDouble,OWN_DENOM,b1g_joGbEOvFDroC,Owner occupied OR vacant for sale,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_30_R_PCT,esriFieldTypeDouble,AFF_AVAIL_30_R_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_30_R as a percentage of all renter occupied or vacant-for-rent units,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_50_R_PCT,esriFieldTypeDouble,AFF_AVAIL_50_R_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_50_R as a percentage of all renter occupied or vacant-for-rent units,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_80_R_PCT,esriFieldTypeDouble,AFF_AVAIL_80_R_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_80_R as a percentage of all renter occupied or vacant-for-rent units,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_50_O_PCT,esriFieldTypeDouble,AFF_AVAIL_50_O_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_50_O as a percentage of all owner occupied or vacant-for-sale units,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_80_O_PCT,esriFieldTypeDouble,AFF_AVAIL_80_O_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_80_O as a percentage of all owner occupied or vacant-for-sale units,matched,
b1g_joGbEOvFDroC,AFF_AVAIL_100_O_PCT,esriFieldTypeDouble,AFF_AVAIL_100_O_PCT,b1g_joGbEOvFDroC,AFF_AVAIL_100_O as a percentage of all owner occupied or vacant-for-sale units,matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_SF_CB_R,esriFieldTypeInteger,T7_GT80_LE100_SF_CB_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT100_SF_CB_R,esriFieldTypeInteger,T7_GT100_SF_CB_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_SF_CB_O,esriFieldTypeInteger,T7_GT80_LE100_SF_CB_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT100_SF_CB_O,esriFieldTypeInteger,T7_GT100_SF_CB_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_LF_CB_R,esriFieldTypeInteger,T7_GT80_LE100_LF_CB_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT100_LF_CB_R,esriFieldTypeInteger,T7_GT100_LF_CB_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_LF_CB_O,esriFieldTypeInteger,T7_GT80_LE100_LF_CB_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT100_LF_CB_O,esriFieldTypeInteger,T7_GT100_LF_CB_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_ELD_CB_R,esriFieldTypeInteger,T7_GT80_LE100_ELD_CB_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT100_ELD_CB_R,esriFieldTypeInteger,T7_GT100_ELD_CB_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_ELD_CB_O,esriFieldTypeInteger,T7_GT80_LE100_ELD_CB_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT100_ELD_CB_O,esriFieldTypeInteger,T7_GT100_ELD_CB_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_OTHER_CB_R,esriFieldTypeInteger,T7_GT80_LE100_OTHER_CB_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT100_OTHER_CB_R,esriFieldTypeInteger,T7_GT100_OTHER_CB_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_OTHER_CB_O,esriFieldTypeInteger,T7_GT80_LE100_OTHER_CB_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT100_OTHER_CB_O,esriFieldTypeInteger,T7_GT100_OTHER_CB_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_ELD_CB50_R,esriFieldTypeInteger,T7_GT80_LE100_ELD_CB50_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_GT100_ELD_CB50_R,esriFieldTypeInteger,T7_GT100_ELD_CB50_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_GT80_LE100_ELD_CB50_O,esriFieldTypeInteger,T7_GT80_LE100_ELD_CB50_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_GT100_ELD_CB50_O,esriFieldTypeInteger,T7_GT100_ELD_CB50_O,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_EST221,esriFieldTypeInteger,T7_EST221,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_EST247,esriFieldTypeInteger,T7_EST247,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_EST90,esriFieldTypeInteger,T7_EST90,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_EST116,esriFieldTypeInteger,T7_EST116,b1g_joGbEOvFDroC,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,T7_EST226,esriFieldTypeInteger,T7_EST226,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST252,esriFieldTypeInteger,T7_EST252,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST95,esriFieldTypeInteger,T7_EST95,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST121,esriFieldTypeInteger,T7_EST121,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST236,esriFieldTypeInteger,T7_EST236,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST262,esriFieldTypeInteger,T7_EST262,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST105,esriFieldTypeInteger,T7_EST105,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T7_EST131,esriFieldTypeInteger,T7_EST131,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,T8_LE30_CB_O,esriFieldTypeInteger,T8_LE30_CB_O,b1g_joGbEOvFDroC,Owner occupied AND household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T8_LE30_CB_R,esriFieldTypeInteger,T8_LE30_CB_R,b1g_joGbEOvFDroC,Renter occupied AND household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 30%,matched,
b1g_joGbEOvFDroC,T13_LE30_CHL_R,esriFieldTypeInteger,T13_LE30_CHL_R,b1g_joGbEOvFDroC,Renter occupiedHousehold income is less than or equal to 30% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT30_LE50_CHL_R,esriFieldTypeInteger,T13_GT30_LE50_CHL_R,b1g_joGbEOvFDroC,Renter occupiedHousehold income is greater than 30% but less than or equal to 50% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT50_LE80_CHL_R,esriFieldTypeInteger,T13_GT50_LE80_CHL_R,b1g_joGbEOvFDroC,Renter occupiedHousehold income is greater than 50% but less than or equal to 80% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT80_LE100_CHL_R,esriFieldTypeInteger,T13_GT80_LE100_CHL_R,b1g_joGbEOvFDroC,Renter occupiedHousehold income is greater than 80% but less than or equal to 100% of HAMFI  AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT100_CHL_R,esriFieldTypeInteger,T13_GT100_CHL_R,b1g_joGbEOvFDroC,Renter occupiedHousehold income is greater than 100% of HAMFI  AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_CHL_R,esriFieldTypeDouble,T13_CHL_R,b1g_joGbEOvFDroC,Renter occupied AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_LE30_CHL_O,esriFieldTypeInteger,T13_LE30_CHL_O,b1g_joGbEOvFDroC,Owner occupiedHousehold income is less than or equal to 30% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT30_LE50_CHL_O,esriFieldTypeInteger,T13_GT30_LE50_CHL_O,b1g_joGbEOvFDroC,Owner occupiedHousehold income is greater than 30% but less than or equal to 50% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT50_LE80_CHL_O,esriFieldTypeInteger,T13_GT50_LE80_CHL_O,b1g_joGbEOvFDroC,Owner occupiedHousehold income is greater than 50% but less than or equal to 80% of HAMFI AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT80_LE100_CHL_O,esriFieldTypeInteger,T13_GT80_LE100_CHL_O,b1g_joGbEOvFDroC,Owner occupiedHousehold income is greater than 80% but less than or equal to 100% of HAMFI  AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_GT100_CHL_O,esriFieldTypeInteger,T13_GT100_CHL_O,b1g_joGbEOvFDroC,Owner occupiedHousehold income is greater than 100% of HAMFI  AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T13_CHL_O,esriFieldTypeInteger,T13_CHL_O,b1g_joGbEOvFDroC,Owner occupied AND household contains 1 or more children age 6 or younger,matched,
b1g_joGbEOvFDroC,T5_LE30_ELD_R,esriFieldTypeInteger,T5_LE30_ELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT30_LE50_ELD_R,esriFieldTypeInteger,T5_GT30_LE50_ELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT50_LE80_ELD_R,esriFieldTypeInteger,T5_GT50_LE80_ELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT80_LE100_ELD_R,esriFieldTypeInteger,T5_GT80_LE100_ELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT100_ELD_R,esriFieldTypeInteger,T5_GT100_ELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_LE30_XELD_R,esriFieldTypeInteger,T5_LE30_XELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT30_LE50_XELD_R,esriFieldTypeInteger,T5_GT30_LE50_XELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT50_LE80_XELD_R,esriFieldTypeInteger,T5_GT50_LE80_XELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT80_LE100_XELD_R,esriFieldTypeInteger,T5_GT80_LE100_XELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT100_XELD_R,esriFieldTypeInteger,T5_GT100_XELD_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_LE30_ELD_O,esriFieldTypeInteger,T5_LE30_ELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT30_LE50_ELD_O,esriFieldTypeInteger,T5_GT30_LE50_ELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT50_LE80_ELD_O,esriFieldTypeInteger,T5_GT50_LE80_ELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT80_LE100_ELD_O,esriFieldTypeInteger,T5_GT80_LE100_ELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_GT100_ELD_O,esriFieldTypeInteger,T5_GT100_ELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,matched,
b1g_joGbEOvFDroC,T5_LE30_XELD_O,esriFieldTypeInteger,T5_LE30_XELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT30_LE50_XELD_O,esriFieldTypeInteger,T5_GT30_LE50_XELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT50_LE80_XELD_O,esriFieldTypeInteger,T5_GT50_LE80_XELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT80_LE100_XELD_O,esriFieldTypeInteger,T5_GT80_LE100_XELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,T5_GT100_XELD_O,esriFieldTypeInteger,T5_GT100_XELD_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 75+,matched,
b1g_joGbEOvFDroC,SF_ELI_CB50_R,esriFieldTypeInteger,SF_ELI_CB50_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,SF_LI_CB50_R,esriFieldTypeInteger,SF_LI_CB50_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,SF_MI_CB50_R,esriFieldTypeInteger,SF_MI_CB50_R,b1g_joGbEOvFDroC,"Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",matched,
b1g_joGbEOvFDroC,LF_ELI_CB50_R,esriFieldTypeInteger,LF_ELI_CB50_R,b1g_joGbEOvFDroC,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,LF_LI_CB50_R,esriFieldTypeInteger,LF_LI_CB50_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,LF_MI_CB50_R,esriFieldTypeInteger,LF_MI_CB50_R,b1g_joGbEOvFDroC,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,SF_ELI_CB50_O,esriFieldTypeInteger,SF_ELI_CB50_O,b1g_joGbEOvFDroC,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,SF_LI_CB50_O,esriFieldTypeInteger,SF_LI_CB50_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
b1g_joGbEOvFDroC,SF_MI_CB50_O,esriFieldTypeInteger,SF_MI_CB50_O,b1g_joGbEOvFDroC,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,matched,
