friendlier_id,field_name,field_type,values,definition,definition_source,parent_field_name,position
b1g_8XwiAQ81HSby,T10_GT80_LE100_OC,esriFieldTypeInteger,,Persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T8_GT30_LE50,esriFieldTypeDouble,,Household income is greater than 30% but less than or equal to 50% of HAMFI,,,
b1g_8XwiAQ81HSby,T8_GT50_LE80,esriFieldTypeDouble,,Household income is greater than 50% but less than or equal to 80% of HAMFI,,,
b1g_8XwiAQ81HSby,T8_GT80_LE100,esriFieldTypeDouble,,Household income is greater than 80% but less than or equal to 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T8_GT100,esriFieldTypeDouble,,Household income is greater than 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T8_LE100,esriFieldTypeDouble,,Household income is less than or equal to 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T13_LBP1,esriFieldTypeDouble,,Structure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_LBP2,esriFieldTypeDouble,,Owner occupiedStructure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_LBP3,esriFieldTypeDouble,,Renter occupiedStructure built in 1979 or earlier AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T10_HOMELESS_RISK1,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is less than or equal to 50% of HAMFI AND household type at risk of homelessness (non-family household or family household with at least one subfamily),,,
b1g_8XwiAQ81HSby,T8_LE30_PCT,esriFieldTypeDouble,,Percent of all households with household income less than or equal to 30% of HAMFI (extremely low income),,,
b1g_8XwiAQ81HSby,T8_LE50_PCT,esriFieldTypeDouble,,Percent of all households with household income less than or equal to 50% of HAMFI (low income),,,
b1g_8XwiAQ81HSby,T8_LE80_PCT,esriFieldTypeDouble,,Percent of all households with household income less than or equal to 80% of HAMFI (moderate income),,,
b1g_8XwiAQ81HSby,T8_LE100_PCT,esriFieldTypeDouble,,Percent of all households with household income less than or equal to 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T3_SUBST_PCT,esriFieldTypeDouble,,Percent of all households without complete kitchen and plumbing,,,
b1g_8XwiAQ81HSby,T1_HP_PCT,esriFieldTypeDouble,,Percent of all households with any of the 4 housing problems,,,
b1g_8XwiAQ81HSby,T2_HP2_PCT,esriFieldTypeDouble,,Percent of all households with any of the 4 severe housing problems,,,
b1g_8XwiAQ81HSby,T8_CB50_PCT,esriFieldTypeDouble,,Percent of all households with cost burden over 50%,,,
b1g_8XwiAQ81HSby,T8_CB_PCT,esriFieldTypeDouble,,Percent of all households with cost burden over 30%,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_30_R,esriFieldTypeInteger,,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 30% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 30% of HAMFI.,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_50_R,esriFieldTypeInteger,,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 50% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 50% of HAMFI.,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_80_R,esriFieldTypeDouble,,Renter occupied OR vacant for rent AND gross rent would be affordable to a household with income equal to 80% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 80% of HAMFI.,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_50_O,esriFieldTypeInteger,,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 50% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 50% of HAMFI.,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_80_O,esriFieldTypeDouble,,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 80% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 80% of HAMFI.,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_100_O,esriFieldTypeDouble,,Owner occupied OR vacant for sale AND home value would be affordable to a household with income equal to 100% of HAMFI AND unit is vacant (available) or occupied by a household with income less than or equal to 100% of HAMFI.,,,
b1g_8XwiAQ81HSby,RENT_DENOM,esriFieldTypeDouble,,Renter occupied OR vacant for rent,,,
b1g_8XwiAQ81HSby,OWN_DENOM,esriFieldTypeDouble,,Owner occupied OR vacant for sale,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_30_R_PCT,esriFieldTypeDouble,,AFF_AVAIL_30_R as a percentage of all renter occupied or vacant-for-rent units,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_50_R_PCT,esriFieldTypeDouble,,AFF_AVAIL_50_R as a percentage of all renter occupied or vacant-for-rent units,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_80_R_PCT,esriFieldTypeDouble,,AFF_AVAIL_80_R as a percentage of all renter occupied or vacant-for-rent units,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_50_O_PCT,esriFieldTypeDouble,,AFF_AVAIL_50_O as a percentage of all owner occupied or vacant-for-sale units,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_80_O_PCT,esriFieldTypeDouble,,AFF_AVAIL_80_O as a percentage of all owner occupied or vacant-for-sale units,,,
b1g_8XwiAQ81HSby,AFF_AVAIL_100_O_PCT,esriFieldTypeDouble,,AFF_AVAIL_100_O as a percentage of all owner occupied or vacant-for-sale units,,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_SF_CB_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT100_SF_CB_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_SF_CB_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT100_SF_CB_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_LF_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT100_LF_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_LF_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT100_LF_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_ELD_CB_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT100_ELD_CB_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_ELD_CB_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT100_ELD_CB_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 30%",,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_OTHER_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT100_OTHER_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_OTHER_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT100_OTHER_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT100_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT80_LE100_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT100_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST221,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST247,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST90,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST116,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST226,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST252,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST95,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST121,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST236,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST262,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST105,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST131,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_LE30_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_LE30_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T13_LE30_CHL_R,esriFieldTypeInteger,,Renter occupiedHousehold income is less than or equal to 30% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT30_LE50_CHL_R,esriFieldTypeInteger,,Renter occupiedHousehold income is greater than 30% but less than or equal to 50% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT50_LE80_CHL_R,esriFieldTypeInteger,,Renter occupiedHousehold income is greater than 50% but less than or equal to 80% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT80_LE100_CHL_R,esriFieldTypeInteger,,Renter occupiedHousehold income is greater than 80% but less than or equal to 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT100_CHL_R,esriFieldTypeInteger,,Renter occupiedHousehold income is greater than 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_CHL_R,esriFieldTypeDouble,,Renter occupied AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_LE30_CHL_O,esriFieldTypeInteger,,Owner occupiedHousehold income is less than or equal to 30% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT30_LE50_CHL_O,esriFieldTypeInteger,,Owner occupiedHousehold income is greater than 30% but less than or equal to 50% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT50_LE80_CHL_O,esriFieldTypeInteger,,Owner occupiedHousehold income is greater than 50% but less than or equal to 80% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT80_LE100_CHL_O,esriFieldTypeInteger,,Owner occupiedHousehold income is greater than 80% but less than or equal to 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT100_CHL_O,esriFieldTypeInteger,,Owner occupiedHousehold income is greater than 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_CHL_O,esriFieldTypeInteger,,Owner occupied AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T5_LE30_ELD_R,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_ELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_ELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_ELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_ELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_LE30_XELD_R,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_XELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_XELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_XELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_XELD_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_LE30_ELD_O,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_ELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_ELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_ELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_ELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_LE30_XELD_O,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_XELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_XELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_XELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_XELD_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,SF_ELI_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,SF_LI_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,SF_MI_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,LF_ELI_CB50_R,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,LF_LI_CB50_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,LF_MI_CB50_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,SF_ELI_CB50_O,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,SF_LI_CB50_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,SF_MI_CB50_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,LF_ELI_CB50_O,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,LF_LI_CB50_O,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,LF_MI_CB50_O,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,Shape__Area,esriFieldTypeDouble,,,,,
b1g_8XwiAQ81HSby,Shape__Length,esriFieldTypeDouble,,,,,
