friendlier_id,field_name,field_type,values,definition,definition_source,parent_field_name,position
b1g_8XwiAQ81HSby,T7_EST64,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_SF_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST122,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST148,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST174,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_LF_CB50_R,esriFieldTypeInteger,,Renter occupied AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST17,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST43,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST69,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_LF_CB50_O,esriFieldTypeInteger,,Owner occupied AND household type is large family (5 or more persons) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_LE30_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is less than or equal to 30% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT30_LE50_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT50_LE80_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_ELD_CB50_R,esriFieldTypeInteger,,"Renter occupied AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_LE30_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household income is less than or equal to 30% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT30_LE50_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_GT50_LE80_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_ELD_CB50_O,esriFieldTypeInteger,,"Owner occupied AND household type is elderly (elderly non-family household or family household with 2 people, at least one of which is elderly) AND housing cost burden is greater than 50%",,,
b1g_8XwiAQ81HSby,T7_EST132,esriFieldTypeInteger,,Renter occupied AND household income is less than or equal to 30% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST158,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST184,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_OTHER_CB50_R,esriFieldTypeInteger,,Renter occupied AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST27,esriFieldTypeInteger,,Owner occupied AND household income is less than or equal to 30% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST53,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_EST79,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T7_OTHER_CB50_O,esriFieldTypeInteger,,Owner occupied AND other household type (non-elderly non-family) AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT1_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT1_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT1_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT1_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_HHT1_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT1_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT1_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT1_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT1_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_HHT1_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household type is one family with no subfamilies,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT2_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT2_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT2_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT2_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_HHT2_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT2_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT2_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT2_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT2_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_HHT2_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household type is one family with at least one subfamily or more than one family,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT3_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT3_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT3_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT3_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_HHT3_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_LE30_HHT3_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is less than or equal to 30% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT30_LE50_HHT3_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT50_LE80_HHT3_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_GT80_LE100_HHT3_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is non-family,,,
b1g_8XwiAQ81HSby,T10_OC_HHT3_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household type is non-family,,,
b1g_8XwiAQ81HSby,T8_LE30,esriFieldTypeDouble,,Household income is less than or equal to 30% of HAMFI,,,
b1g_8XwiAQ81HSby,T1_LE30_HP,esriFieldTypeDouble,,Household income is less than or equal to 30% of HAMFI AND has 1 or more of the 4 housing unit problems,,,
b1g_8XwiAQ81HSby,T2_LE30_HP2,esriFieldTypeDouble,,Household income is less than or equal to 30% of HAMFI AND has 1 or more of the 4 severe housing unit problems,,,
b1g_8XwiAQ81HSby,T3_LE30_SUBST,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND lacking complete plumbing or kitchen facilities,,,
b1g_8XwiAQ81HSby,T10_LE30_OC,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND persons per room is greater than 1,,,
b1g_8XwiAQ81HSby,T8_LE30_CB,esriFieldTypeDouble,,Household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_LE30_CB50,esriFieldTypeDouble,,Household income is less than or equal to 30% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_LE50,esriFieldTypeDouble,,Household income is less than or equal to 50% of HAMFI,,,
b1g_8XwiAQ81HSby,T1_LE50_HP,esriFieldTypeDouble,,Household income is less than or equal to 50% of HAMFI AND has 1 or more of the 4 housing unit problems,,,
b1g_8XwiAQ81HSby,T2_LE50_HP2,esriFieldTypeDouble,,Household income is less than or equal to 50% of HAMFI AND has 1 or more of the 4 severe housing unit problems,,,
b1g_8XwiAQ81HSby,T3_LE50_SUBST,esriFieldTypeInteger,,Household income is less than or equal to 50% of HAMFI AND lacking complete plumbing or kitchen facilities,,,
b1g_8XwiAQ81HSby,T10_LE50_OC,esriFieldTypeInteger,,Household income is less than or equal to 50% of HAMFI AND persons per room is greater than 1,,,
b1g_8XwiAQ81HSby,T8_LE50_CB,esriFieldTypeDouble,,Household income is less than or equal to 50% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_LE50_CB50,esriFieldTypeDouble,,Household income is less than or equal to 50% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_LE80,esriFieldTypeDouble,,Household income is less than or equal to 80% of HAMFI,,,
b1g_8XwiAQ81HSby,T1_LE80_HP,esriFieldTypeDouble,,Household income is less than or equal to 80% of HAMFI AND has 1 or more of the 4 housing unit problems,,,
b1g_8XwiAQ81HSby,T2_LE80_HP2,esriFieldTypeDouble,,Household income is less than or equal to 80% of HAMFI AND has 1 or more of the 4 severe housing unit problems,,,
b1g_8XwiAQ81HSby,T3_LE80_SUBST,esriFieldTypeInteger,,Household income is less than or equal to 80% of HAMFI AND lacking complete plumbing or kitchen facilities,,,
b1g_8XwiAQ81HSby,T10_LE80_OC,esriFieldTypeInteger,,Household income is less than or equal to 80% of HAMFI AND persons per room is greater than 1,,,
b1g_8XwiAQ81HSby,T8_LE80_CB,esriFieldTypeDouble,,Household income is less than or equal to 80% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_LE80_CB50,esriFieldTypeDouble,,Household income is less than or equal to 80% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T1_LE30_HP_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) with any of the 4 housing problems,,,
b1g_8XwiAQ81HSby,T2_LE30_HP2_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) with any of the 4 severe housing problems,,,
b1g_8XwiAQ81HSby,T3_LE30_SUBST_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) without complete kitchen and plumbing,,,
b1g_8XwiAQ81HSby,T10_LE30_OC_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) with more than one person per room,,,
b1g_8XwiAQ81HSby,T8_LE30_CB_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) with cost burden over 30%,,,
b1g_8XwiAQ81HSby,T8_LE30_CB50_PCT,esriFieldTypeDouble,,Percent of extremely low income households (household income less than or equal to 30% HAMFI) with cost burden over 50%,,,
b1g_8XwiAQ81HSby,T1_LE50_HP_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) with any of the 4 housing problems,,,
b1g_8XwiAQ81HSby,T2_LE50_HP2_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) with any of the 4 severe housing problems,,,
b1g_8XwiAQ81HSby,T3_LE50_SUBST_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) without complete kitchen and plumbing,,,
b1g_8XwiAQ81HSby,T10_LE50_OC_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) with more than one person per room,,,
b1g_8XwiAQ81HSby,T8_LE50_CB_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) with cost burden over 30%,,,
b1g_8XwiAQ81HSby,T8_LE50_CB50_PCT,esriFieldTypeDouble,,Percent of low income households (household income less than or equal to 50% HAMFI) with cost burden over 50%,,,
b1g_8XwiAQ81HSby,T1_LE80_HP_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) with any of the 4 housing problems,,,
b1g_8XwiAQ81HSby,T2_LE80_HP2_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) with any of the 4 severe housing problems,,,
b1g_8XwiAQ81HSby,T3_LE80_SUBST_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) without complete kitchen and plumbing,,,
b1g_8XwiAQ81HSby,T10_LE80_OC_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) with more than one person per room,,,
b1g_8XwiAQ81HSby,T8_LE80_CB_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) with cost burden over 30%,,,
b1g_8XwiAQ81HSby,T8_LE80_CB50_PCT,esriFieldTypeDouble,,Percent of low and moderate income households (household income less than or equal to 80% HAMFI) with cost burden over 50%,,,
b1g_8XwiAQ81HSby,T7_SF_LE30,esriFieldTypeInteger,,"Household income is less than or equal to 30% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",,,
b1g_8XwiAQ81HSby,T7_LF_LE30,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND household type is large family (5 or more persons),,,
b1g_8XwiAQ81HSby,T7_SF_GT30_LE50,esriFieldTypeInteger,,"Household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",,,
b1g_8XwiAQ81HSby,T7_LF_GT30_LE50,esriFieldTypeInteger,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND household type is large family (5 or more persons),,,
b1g_8XwiAQ81HSby,T7_SF_GT50_LE80,esriFieldTypeInteger,,"Household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",,,
b1g_8XwiAQ81HSby,T7_LF_GT50_LE80,esriFieldTypeInteger,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND household type is large family (5 or more persons),,,
b1g_8XwiAQ81HSby,T7_SF_GT80_LE100,esriFieldTypeDouble,,"Household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",,,
b1g_8XwiAQ81HSby,T7_LF_GT80_LE100,esriFieldTypeInteger,,Household income is greater than 80% but less than or equal to 100% of HAMFI AND household type is large family (5 or more persons),,,
b1g_8XwiAQ81HSby,T7_SF_GT100,esriFieldTypeDouble,,"Household income is greater than 100% of HAMFI AND household type is small family (2 persons, neither person 62 years or over, or 3 or 4 persons)",,,
b1g_8XwiAQ81HSby,T7_LF_GT100,esriFieldTypeInteger,,Household income is greater than 100% of HAMFI AND household type is large family (5 or more persons),,,
b1g_8XwiAQ81HSby,T13_LE30_CHL,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT30_LE50_CHL,esriFieldTypeInteger,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT50_LE80_CHL,esriFieldTypeInteger,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT80_LE100_CHL,esriFieldTypeDouble,,Household income is greater than 80% but less than or equal to 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T13_GT100_CHL,esriFieldTypeInteger,,Household income is greater than 100% of HAMFI  AND household contains 1 or more children age 6 or younger,,,
b1g_8XwiAQ81HSby,T5_LE30_ELD,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_ELD,esriFieldTypeInteger,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_ELD,esriFieldTypeInteger,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_ELD,esriFieldTypeInteger,,Household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_ELD,esriFieldTypeInteger,,Household income is greater than 100% of HAMFI AND household contains at least 1 person age 62-74 but no one age 75+,,,
b1g_8XwiAQ81HSby,T5_LE30_XELD,esriFieldTypeInteger,,Household income is less than or equal to 30% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT30_LE50_XELD,esriFieldTypeInteger,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT50_LE80_XELD,esriFieldTypeInteger,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT80_LE100_XELD,esriFieldTypeInteger,,Household income is greater than 80% but less than or equal to 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T5_GT100_XELD,esriFieldTypeInteger,,Household income is greater than 100% of HAMFI AND household contains at least 1 person age 75+,,,
b1g_8XwiAQ81HSby,T1_HP,esriFieldTypeDouble,,Has one of the 4 housing unit problems,,,
b1g_8XwiAQ81HSby,T2_HP2,esriFieldTypeDouble,,Has one of the 4 severe housing unit problems,,,
b1g_8XwiAQ81HSby,T3_SUBST,esriFieldTypeDouble,,Lacks complete plumbing or kitchen facilities,,,
b1g_8XwiAQ81HSby,T8_CB50,esriFieldTypeDouble,,Housing cost burden greater than 50%,,,
b1g_8XwiAQ81HSby,T8_CB,esriFieldTypeDouble,,Housing cost burden greater than 30%,,,
b1g_8XwiAQ81HSby,T8_EST23,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_EST89,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_GT30_LE50_CB50,esriFieldTypeInteger,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_EST36,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_EST102,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_GT50_LE80_CB50,esriFieldTypeInteger,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_EST49,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_EST115,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_GT80_LE100_CB50,esriFieldTypeInteger,,Household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 50%,,,
b1g_8XwiAQ81HSby,T8_GT30_LE50_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT30_LE50_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT30_LE50_CB,esriFieldTypeDouble,,Household income is greater than 30% but less than or equal to 50% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT50_LE80_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT50_LE80_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT50_LE80_CB,esriFieldTypeDouble,,Household income is greater than 50% but less than or equal to 80% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT80_LE100_CB_O,esriFieldTypeInteger,,Owner occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT80_LE100_CB_R,esriFieldTypeInteger,,Renter occupied AND household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T8_GT80_LE100_CB,esriFieldTypeInteger,,Household income is greater than 80% but less than or equal to 100% of HAMFI AND housing cost burden is greater than 30%,,,
b1g_8XwiAQ81HSby,T10_GT30_LE50_OC_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT30_LE50_OC_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT30_LE50_OC,esriFieldTypeInteger,,Persons per room is greater than 1 AND household income is greater than 30% but less than or equal to 50% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT50_LE80_OC_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT50_LE80_OC_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT50_LE80_OC,esriFieldTypeInteger,,Persons per room is greater than 1 AND household income is greater than 50% but less than or equal to 80% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT80_LE100_OC_O,esriFieldTypeInteger,,Owner occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI,,,
b1g_8XwiAQ81HSby,T10_GT80_LE100_OC_R,esriFieldTypeInteger,,Renter occupied AND persons per room is greater than 1 AND household income is greater than 80% but less than or equal to 100% of HAMFI,,,
