friendlier_id,field_name,field_type,values,definition,definition_source
WATER.shp,OBJECTID,int64,,,
WATER.shp,ID,float64,,,
WATER.shp,NAME,object,,,
WATER.shp,GBS_NEW_WA,float64,,,
WATER.shp,PERIMETER,float64,,,
WATER.shp,ACRES,float64,,,
WATER.shp,TYPE_,object,,,
WATER.shp,OHWL,float64,,,
WATER.shp,PROTECTED,object,,,
WATER.shp,CLASS,object,,,
WATER.shp,SETBACK,int64,,,
WATER.shp,SHAPE_AREA,float64,,,
WATER.shp,SHAPE_LEN,float64,,,
WATER.shp,geometry,geometry,,,
